เลขทะเบียน,ชื่อเรื่อง,รหัสหนังสือ,ตู้เก็บ,หมายเหตุ,,ชื่อผู้แต่ง,ประเภท
001591,ประชุมพระนิพนธ์เกี่ยวกับตำนานทางพุทธศาสนา ของ สมเด็จพระเจ้าบรมวงศ์เธอ กรมพระยาดำรงราชานุภาพ อนุสรณ์งานพระราชทานเพลิงศพ พระเทพคุณาธร (ผล ชินปุตฺโต) 2514,,ชั้น 2,งานพระราชทานเพลิงศพ,,พระครูวินัยธรใช้เลี้ยง (รักษาการแทนเจ้าอาวาส),
001592,จังหวัดพระนครศรีอยุธยา ของ นายตรี อมาตยกุล อนุสรณ์งานพระราชทานเพลิงศพ ร้อยโท สุรัตน์ รัตนมังคละ เมรุวัดธาตุทอง 21/8/2516,,ชั้น 2,งานพระราชทานเพลิงศพ,,ร้อยตรี อั้น รัตนมังคละ,
001593,เรื่องของชาติไทย งานพระราชทานเพลิงศพ มหาอำมาตย์โท พระยาเผด็จดุลบดีศรีสรคม สุสานหลวงวัดเทพศิรินทราวาส 5/4/2484,,ชั้น 2,งานพระราชทานเพลิงศพ,,พิบูลสงคราม (อธิการบดี),
001594,ราชพงษาวดารกรุงกัมพูชา ฉบับหอพระสมุดวชิรญาณแปลใหม่ (จางวางตรี พระยาไกรเพ็ชรรัตนสงคราม) พิมพ์แจกงานศพ พระตำรวจตรี พระยากำแหงรณฤทธิ์ 2461,,ชั้น 2,งานศพ 2461,,จางวางตรี พระยาไกรเพ็ชรรัตนสงคราม (บุตร),
001595,ตำนานมูลศาสนา งานประชุมเพลิงศพ คุณหญิงทรงพลภาพ (ชุน พลธร) เมรุวัดจักรวรรดิราชาวาส 3/12/2482,,ชั้น 2,งานประชุมเพลิงศพ 2482,,พันตำรวจเอก พระยาทรงพลภาพ,
001596,พงศาวดารล้านช้าง งานฌาปนกิจศพ ปริก วิเศษภักดี มารดาหลวงรัตนสมบัติ 3/12/2473,,ชั้น 2,งานฌาปนกิจศพ,,ข้าราชการ กรมพระคลังมหาสมบัติ,
001597,วัดชินวราราม  พระอารามหลวง ปทุมธานี น้อมเกล้าฯ อุทิศกุศลถวายงานพระเมรุ พระเจ้าวรวงศ์เธอ กรมหลวงชินวรสิริวัฒน์ สมเด็จพระสังฆราชเจ้า เสด็จดับขันธ์สิ้นพระชนม์ 2481,,ชั้น 2,งานพระเมรุ 2481,,พระจุลคณิศร (วัดราชบพิตร),
001598,ประชุมพงษาวดาร ภาคที่ 11 พงษาวดารเมืองหลวงพระบาง งานศพ อำมาตย์เอก พระยาอุดรกิจพิจารณ์ พิศาลเกษตรพิสัย (สุด สาระสุทธิ์) 2462,,ชั้น 2,งานศพ 2462,,สวาดิ สาระสุทธิ์ (ธิดา),
001599,ประชุมพงศาวดาร ภาคที่ 81 ธนาคารแห่งประเทศไทย อนุสรณ์งานพระราชทานเพลิงศพ ม.ร.ว. ทองเถา ทองแถม วัดมกุฎกษัตริยาราม 18/12/2510,,ชั้น 2,งานพระราชทานเพลิงศพ,,สถิตย์ ภัทรศิริ,
001600,ประชุมพงศาวดาร ภาคที่ 67 จดหมายเหตุเกี่ยวกับเขมรและญวนในรัชกาลที่ 3 ตอนที่ 1 งานพระราชทานเพลิงศพ เสวกเอก พระยานครราชเสนี (สหัด สิงหเสนี) วัดเทพศิรินทราวาส 2483,,ชั้น 2,งานพระราชทานเพลิงศพ,,กรมศิลปากร,
001601,ประชุมพงศาวดาร ฉบับหอสมุดแห่งชาติ เล่ม 4 (ภาคที่ 7 - 11),,ชั้น 2,สำนักพิมพ์ก้าวหน้า,,กรมศิลปากร,
001602,ประชุมพงศาวดาร ฉบับหอสมุดแห่งชาติ เล่ม 10 (ภาคที่ 40 - 43),,ชั้น 2,สำนักพิมพ์ก้าวหน้า,,กรมศิลปากร,
001603,ประชุมพงศาวดาร ฉบับหอสมุดแห่งชาติ เล่ม 11 (ภาคที่ 44 - 45),,ชั้น 2,สำนักพิมพ์ก้าวหน้า,,กรมศิลปากร,
001604,ประชุมพงศาวดาร ฉบับหอสมุดแห่งชาติ เล่ม 13 (ภาคที่ 53 - 60),,ชั้น 2,สำนักพิมพ์ก้าวหน้า,,กรมศิลปากร,
001605,พระราชพิธี สิบสองเดือน พระราชนิพนธ์ ในพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,,ชั้น 2,สำนักพิมพ์ผ่านฟ้าพิทยา,,กรมพระยาดำรงราชานุภาพ,
001606,คำให้การกรุงเก่า / คำให้การขุนหลวงหาวัด และ พระราชพงศาวดารกรุงเก่า ฉบับหลวงประเสริฐอักษรนิติ์,,ชั้น 2,สำนักพิมพ์คลังวิทยา,,กรมศิลปากร,
001607,ลัทธิธรรมเนียมต่าง ๆ ฉบับหอสมุดแห่งชาติ ,,ชั้น 2,สำนักพิมพ์คลังวิทยา,,กรมศิลปากร,
001608,ลัทธิธรรมเนียมต่าง ๆ ฉบับหอสมุดแห่งชาติ เล่มจบ,,ชั้น 2,สำนักพิมพ์คลังวิทยา,,กรมศิลปากร,
001609,พงศาวดาร และ ลำดับวงศ์ตระกูลเมืองพัทลุง งานพระราชทานเพลิงศพ พระยาโสภณพัทลุงกุล (สว่าง ณ พัทลุง) วัดคูหาต่ำ จังหวัดพัทลุง 5/5/2476,,ชั้น 2,บ้านคูหาสวรรค์ จังหวัดพัทลุง,,หลวงเทพภักดียกกระบัตร์ (ทัย) บุตร,
001610,ตำนานพระแก้วมรกต ตำนานพระพุทธชินราช ตำนานพระพุทธชินศรี ตำนานพระศรีศาสดา และ ตำนานพระพุทธสิหิงค์ อนุสรณ์งานฌาปนกิจศพ นางเจียน ชัยสิทธิ์ยุทธภาร 19/10/2512,,ชั้น 2,กรมศิลปากร จัดพิมพ์,,พันเอกขุนชัยสิทธิ์ยุทธภาร (สวง ชัยสิทธิ์ยุทธภาร),
001611,เสด็จประพาสต้น ในรัชกาลที่ 5 (หนังสืออ่านเพิ่มเติม) พระราชนิพนธ์ พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว และพระนิพนธ์ สมเด็จกรมพระยาดำรงราชานุภาพ,,ชั้น 2,กรมวิชาการ จัดพิมพ์,,หม่อมเจ้าหญิงสิบพันพารเสนอ โสณกุล,
001612,อธิบายถึงเรื่องเที่ยว เที่ยวทะเลตะวันออก เที่ยวมณฑลเพชรบูรณ์ เที่ยวน้ำตกเจ้าอนัมก๊กที่เกาะกูด เที่ยวไทรโยค 1101,,ชั้น 2,องค์การค้าของคุรุสภา,,สมเด็จฯ กรมพระยาดำรงราชานุภาพ,
001613,โดยสารเรือเมล์ไปยุโรป เที่ยวเมืองพม่า - พระเชี้ยวแก้วลังกา ไปเมืองเตอร์กี เที่ยวอินเดีย 1108,,ชั้น 2,องค์การค้าของคุรุสภา,,สมเด็จฯ กรมพระยาดำรงราชานุภาพ,
001614,บทละคอน เรื่อง พระมะเหลเถไถ บทละคอน เรื่อง อุณรุทร้อยเรื่อง กลอนเพลงยาว เรื่องหม่อมเป็ดสวรรค์ กลอนเพลงยาว เรื่อง พระอาการประชวรของกรมหมื่นอัปสรสุดาเทพ (ระเด่นลันได),,ชั้น 2,สำนักพิมพ์ศิลปาบรรณาคาร,,กรมศิลปากร,
001615,ชีวิตและงานของสุนทรภู่ พระนิพนธ์ สมเด็จฯ กรมพระยาดำรงราชานุภาพ,923,ชั้น 2,สำนักพิมพ์เสริมวิทย์บรรณาคาร,,กรมศิลปากร,
001616,เมืองทองของไทย (หนังสือชุด),,ชั้น 2,สำนักพิมพ์คลังวิทยา,,ต.อมาตยกุล,
001617,พระราชพงศาวดารกรุงรัตนโกสินทร์ รัชกาลที่ 5,959.1056,ชั้น 2,องค์การค้าของคุรุสภา,,เจ้าพระยาทิพากรวงศ์,
001618,เรื่องพระร่วง เที่ยวเมืองพระร่วง คำอ่านและคำแปลจารึกสุโขทัย สุภาษิตพระร่วง ไตรภูมิพระร่วง ฉบับหอสมุดแห่งชาติ,,ชั้น 2,สำนักพิมพ์ศิลปาบรรณาคาร,,กรมศิลปากร,
001619,ข่าเจือง : กบฏไพร่ - ขบวนการผู้มีบุญหลังสถาปนาพระราชอาณาเขต สยาม - ล้านช้าง หนังสือชุด ประวัติศาสตร์สำหรับประชาชน,959.373,ชั้น 2,สำนักพิมพ์เมืองโบราณ,,กำพล จำปาพันธ์,
001620,สุราษฏร์ธานี เมืองคนดีศรีแผ่นดิน (หนังสืออ่านเพิ่มเติมกลุ่มสาระการเรียนรู้สังคมศึกษา ศาสนาและวัฒนธรรม ,959.382,ชั้น 2,ศูนย์พัฒนาหนังสือ กรมวิชาการ กระทรวงศึกษาธิการ,,ประพัฒน์พงศ์ เสนาฤทธิ์,
001621,ธรณีวิทยาประเทศไทย (เฉลิมพระเกียรติพระบาทสมเด็จจพระเจ้าอยู่หัว 6 รอบ 5 ธันวาคม 2542),551.9,ชั้น 2,กรมทรัพยากรธรณี กระทรวงอุตสาหกรรม,,นภดล มัณฑะจิตร,
001622,พระพุทธสิริมารวิชัย พระพุทธเจ้าผู้ชนะมารด้วยสิริ,294.31875,ชั้น 2,กรมศิลปากร/ธนาคารไทยพาณิชย์ จำกัด (มหาชน),,สหวัฒน์ แน่นหนา,
001623,เล่าเรืองเหมืองแร่ในเมืองไทย :  เมฆปริศนา ประวัติศาสตร์บอกเล่าเรื่องเหมืองแร่ในเมืองไทย,622.2,ชั้น 2,สำนักงานคณะกรรมการสุขภาพแห่งชาติ (สข.),,บำเพ็ญ ไชยรักษ์,
001624,เล่าเรื่องเหมืองแร่ในเมืองไทย :  รอยเหมือง สารคดีภาพเล่าเรื่องเหมืองแร่ในเมืองไทย,622.2,ชั้น 2,สำนักงานคณะกรรมการสุขภาพแห่งชาติ (สข.),,เริงฤทธิ์ คงเมือง,
001625,สงขลา เมืองสองเล เสน่ห์เหนือเวลา {Songkhla},959.1,ชั้น 2,สำนักงานเทศบาลนครสงขลา,,จิระนันท์ พิตรปรีชา,
001626,พระกฐินพระราชทาน ทอด ณ วัดอินทาราม พระอารามหลวง จังหวัดชลบุรี 8/11/2524 ,294.33,ชั้น 2,ธนาคารกรุงเทพ จำกัด จัดพิมพ์,,*-*,
001627,หลักการวาด,741,ชั้น 2,สำนักพิมพ์เมืองโบราณ,,น.ณ ปากน้ำ,
001628,ของดีเมืองปทุม,915.93,ชั้น 2,ศูนย์วัฒนธรรมจังหวัดปทุมธานี / สถาบันราชภัฏเพชรบุรีวิทยาลัยลงกรณ์ฯ,,ร้อยเอกศรีรัตน์ หริรักษ์,
001629,นิทานพื้นบ้าน ใน จังหวัดสุรินทร์ - ศรีสะเกษ (เอกสารวัฒนธรรม ชุดที่ 2),398.2,ชั้น 2,ศูนย์วัฒนธรรมจังหวัดสุรินทร์ / วิทยาลัยครูสุรินทร์,,สมจิตร พ่วงบุตร,
001630,สดุดีบุคคลสำคัญ เล่ม 18,929.7,ชั้น 2,สำนักงานเสริมสร้างเอกลักษณ์ของชาติ - สำนักงานปลัดสำนักนายกรัฐมนตรี,,จารุดี ผโลประการ,
001631,คลองเจือแห่งพระเจ้ากือนา (เรียบเรียงจากเอกสารโบราณ / มองภาพชีวิตและโลกทัศน์ของสังคมลานนาไทยในอดีต โดยเฉพาะด้านชนชั้น การค้าขาย การใช้เงินทอง และการใช้ทาส),959.33,ชั้น 2,สำนักพิมพ์สุกัญญา 2528,,สุรสิงห์สำรวม ฉิมพะเนาว์,
001632,สิ่งแวดล้อมศิลปกรรม จังหวัดศรีสะเกษ (หน่วยอนุรักษ์สิ่งแวดล้อมศิลปกรรมท้องถิ่น),959.3,ชั้น 2,ศูนย์วัฒนธรรมจังหวัดศรีสะเกษ โรงเรียนศรีสะเกษวิทยาลัย,,ปราชญ์ ชาวสวน,
001633,เอกสารประกอบการสัมมนา ประวัติศาสตร์เมืองลพบุรี,959.3,ชั้น 2,วิทยาลัยครูเทพสตรี ลพบุรี 6-8/12/2522,,อธิการวิทยาลัยครูเทพสตรี,
001634,เอกสารประกอบการสัมมนา ประวัติศาสตร์และโบราณคดีอุบลราชธานี ครั้งที่ 3 ,959.3,ชั้น 2,กรมการฝึกหัดครู วิทยาลัยครูอุบลราชธานี และจังหวัดอุบลราชธานี,,ปุณณะ ภูสะ,
001635,เอกสารประกอบการสัมมนา เรื่อง ชลบุรี : ประวัติศาสตร์และศิลปวัฒนธรรม เล่มที่ 1,959.3,ชั้น 2,มหาวิทยาลัยศรีนครินทรวิโรฒ บางแสน จังหวัดชลบุรี,,ชาตรี เมืองนาโพธิ์ ,
001636,การสัมมนาทางวิชาการ เรื่อง สงขลาศึกษา : ประวัติศาตร์และโบราณคดีเมืองสงขลา,959.3,ชั้น 2,สถาบันทักษิณคดีศึกษา จังหวัดสงขลา,,พรศักดิ์ พรหมแก้ว และคณะ,
001637,"วิทยานิพนธ์ : ความขัดแย้งและการปรับตัวของชาวประมงพื้นบ้าน ชายฝั่งทะเลตะวันออกภาคใต้ [Conflicts and Adaptation of the Fisherfolk in Eastem Shores, Southern Thailand]",*-*,ชั้น 2,มหาวิทยาลัยมหาสารคาม,,พรพันธุ์ เขมคุณาศัย,
001638,ความรู้ท้องถิ่น การจัดการความรู้สู่การจัดการทางสังคม,120,ชั้น 2,วิทยาลัยการจัดการทางสังคม (วจส.),,ภาสกร อินทุมาร,
001639,หนังอุษาคเนย์ : การศึกษาภาพยนตร์แนววัฒนธรรมศึกษา,*070.18,ชั้น 2,โครงการเอเชียตะวันออกเฉียงใต้ศึกษา,,กำจร หลุยยะพงศ์,
001640,โบราณคดีชุมชน การจัดการอดีตของชาวบ้านกับการพัฒนาชุมชน,306.4,ชั้น 2,โครงการโบราณคดีชุมชน,,สายันต์ ไพรชาญจิตร์,
001641,แหลมอินโดจีนสมัยโบราณ (ฉบับพิมพ์ครั้งที่ 5),959.3,ชั้น 2,คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์ 2545,,เสฐียรโกเศศ,
